session_id,user_id,temp1,temp2,bpm1,bpm2,spo2_1,spo2_2,mpu1_acc_x,mpu1_acc_y,mpu1_acc_z,mpu2_acc_x,mpu2_acc_y,mpu2_acc_z,mpu1_gyr_x,mpu1_gyr_y,mpu1_gyr_z,mpu2_gyr_x,mpu2_gyr_y,mpu2_gyr_z,fsr_1,fsr_2,fsr_3,fsr_4,fsr_5,fsr_6,fsr_7,fsr_8,fsr_9,fsr_10,fsr_11,fsr_12,stress_level,posture_level,timestamp
6175,412,36.48,35.8,101,104,98,98,-1.772,0.181,0.799,0.983,1.639,-0.644,176.664,-27.995,-220.727,-97.956,-241.171,108.226,27.67,38.12,48.13,14.95,74.75,35.99,39.59,40.82,85.05,42.21,78.96,36.31,3,2,27/2/2026 18:18
6176,412,36.62,36.16,104,87,96,98,-1.306,-1.793,1.209,-1.015,1.73,1.012,-131.172,118.277,-181.744,-228.224,-58.798,117.918,87.37,42.54,32.48,19.63,85.77,57.61,75.62,40.09,61.36,17.19,39.69,68.93,3,2,27/2/2026 18:19
6177,412,37.03,36.11,98,100,97,97,-1.64,-1.603,-0.73,-0.686,-0.705,0.189,-115.783,-161.804,69.679,125.748,-192.745,187.972,52.07,83.13,20.86,31.02,60.37,62.42,31.67,78.73,35.77,78.58,29.05,20.43,3,2,27/2/2026 18:20
6178,412,35.83,35.88,73,103,99,94,-1.796,-0.197,-0.093,0.896,0.042,0.831,-138.919,225.922,-244.699,-205.432,154.635,83.232,66.89,72.44,10.97,78.52,79.81,28.04,60.46,45.97,82,64.34,42.86,47.96,3,2,27/2/2026 18:21
6179,412,36.99,36.2,80,63,100,99,0.913,-1.691,-1.911,-0.027,-0.021,0.1,-207.779,97.366,-139.19,-200.873,-246.433,-221.693,71.27,26.11,46.25,84.91,75.15,63.56,78.75,78.07,39.4,23.2,42.95,40.12,3,2,27/2/2026 18:22
6180,412,36.33,36.69,79,72,95,95,-1.483,-0.518,-1.653,-0.557,-1.859,-0.432,-173.424,-139.569,-190.871,-164.375,93.139,-216.577,86.05,88.17,27.68,69.07,36.92,19.18,65.88,68.11,53.57,41.52,24.56,16.26,3,2,27/2/2026 18:23
6181,413,36.88,36.99,75,75,95,98,-1.004,-1.968,1.634,0.877,1.858,0.199,241.834,68.047,223.892,-94.898,207.252,215.079,74.84,86.63,22.6,71.8,18.54,67.99,12.4,60.69,45.1,79.37,70.97,41.61,2,2,27/2/2026 18:24
6182,413,36.59,35.91,105,87,94,98,-1.998,-1.426,-0.304,1.066,-1.796,0.827,206.921,-190.051,61.313,67.63,-201.783,-84.587,64.47,73.88,73.41,59.43,82.28,35.15,39.96,50.94,76.85,27.12,68.48,37.24,2,2,27/2/2026 18:25
6183,413,36.08,35.93,62,76,98,100,0.207,-1.018,-1.837,1.048,-0.605,0.551,-152.39,228.789,120.912,-55.217,242.553,-100.711,53.78,86.65,82.74,75.43,15.68,83.23,84.82,11.72,12.99,63.72,43.94,56.59,2,2,27/2/2026 18:26
6184,413,36.67,35.76,94,60,98,100,-0.425,-1.642,1.875,0.57,-0.048,-1.118,87.102,5.494,18.418,-18.492,-34.01,-140.402,38.81,11.95,73.03,25.15,33.09,69.51,61.03,82.08,28.76,37.24,21.28,24.2,2,2,27/2/2026 18:27
6185,413,37.43,35.88,105,89,96,99,0.378,-0.179,0.612,1.619,-1.54,0.648,210.493,-119.938,-221.443,83.103,-138.075,14.568,42.42,63.43,21.87,14.25,12.01,44.71,81.16,86.31,29.14,62.41,85.05,40.51,2,2,27/2/2026 18:28
6186,413,36.22,36.98,85,90,95,99,-0.652,1.482,-1.309,0.147,0.968,0.952,-108.782,147.834,-205.924,61.506,174.643,110.852,38.71,32.36,77.98,23.71,13.99,78.11,34.64,50.1,39.32,77.94,50.97,23.61,2,2,27/2/2026 18:29
6187,413,35.81,36.43,87,69,95,97,-0.041,-0.629,-1.219,-0.112,0.75,1.489,-120.152,-21.614,-228.141,-72.822,191.807,-190.912,32.51,56.77,54.79,26.31,15.55,30.31,72.06,80.11,51.64,76.92,19.5,75.05,2,2,27/2/2026 18:30
6188,413,35.83,36.93,87,66,95,99,-0.602,0.661,-0.984,-1.646,1.871,1.974,-58.443,196.905,-81.884,-96.813,-191.772,39.593,24.6,15.22,15.33,75.24,44.41,68.9,70.13,22.03,26.84,84.44,21.47,55.66,2,2,27/2/2026 18:31
6189,413,36.08,37.17,98,83,99,99,-1.744,-0.744,-0.71,-0.164,1.648,0.602,60.416,-197.913,-12.022,-229.569,80.726,-198.592,86.81,76.18,27.4,70.47,18.29,33.08,61.72,38.07,40.7,27.24,54.13,36.52,2,2,27/2/2026 18:32
6190,413,37.46,37.35,88,82,97,100,0.479,1.018,-0.512,-1.37,0.086,1.057,-156.565,-41.562,85.459,-57.192,-159.266,143.495,23.26,17.15,88.24,30.12,20.09,29.71,37.81,31.3,15.4,35.01,58.58,30.9,2,2,27/2/2026 18:33
6191,413,36.1,36.1,81,90,98,94,0.773,-1.859,-1.939,1.813,-1.902,0.76,-47.903,80.473,-191.187,-118.665,-5.398,150.351,69.47,42.83,30.25,57.68,60.5,21.88,32.52,46.72,60.33,29.43,72.22,46.06,2,2,27/2/2026 18:34
6192,413,36.99,36.03,103,97,98,95,0.32,0.811,-1.281,-1.542,-1.755,1.446,48.138,-214.319,-174.216,97.371,98.982,-23.973,49.73,68.91,83.64,55.76,88.54,61.73,83.43,43.32,88.05,30.62,78.96,64.97,2,3,27/2/2026 18:35
6193,413,35.65,37.34,95,72,94,98,1.789,1.834,0.688,-1.011,0.053,1.446,-178.884,-236.162,211.681,40.425,57.806,129.922,16,76.57,34.28,72.06,84.92,89.55,24.27,77.24,37.63,75.96,31.75,82.11,2,2,27/2/2026 18:36
6194,413,35.71,35.57,76,90,96,96,1.806,0.815,1.184,1.246,1.821,1.769,167.203,140.816,-178.44,109.757,145.28,113.304,89.67,60.57,55.56,14.31,39.89,85.14,12.59,57.87,43.89,60.05,77.58,31.2,2,2,27/2/2026 18:37
6195,413,35.51,35.97,102,89,100,96,1.273,-1.267,-0.339,0.27,0.933,1.176,29.006,-36.357,-213.521,213.315,-130.312,-81.248,21.65,33.83,33.77,22.23,23.87,79.25,54.01,64.99,37.46,31.23,67.62,81.01,2,2,27/2/2026 18:38
6196,414,35.57,35.71,94,94,95,100,1.903,-1.239,-1.745,1.854,-1.19,-1.719,15.845,-147.528,84.212,-126.392,38.752,-69.029,69.89,13.87,46.26,89.97,79.88,19.19,39.83,73.84,13.11,20.57,10.68,64.08,2,2,27/2/2026 18:39
6197,414,36.41,37.03,88,106,98,96,-0.783,-1.694,1.65,1.734,-0.32,0.91,181.196,2.061,-210.06,-157.526,-40.393,175.672,55.59,63.47,58.77,27.49,54.32,22.87,82.1,34.93,49.15,71,13.9,63.07,2,2,27/2/2026 18:40
6198,414,37.32,36.32,65,69,96,100,-1.463,1.28,0.536,-1.028,1.548,-1.566,-157.409,80.702,-162.585,-156.098,209.212,243.353,66.24,30.95,52.1,89.06,65.43,83.03,35.73,38.06,42.43,77.99,42.6,45.62,2,2,27/2/2026 18:41
6199,414,35.84,36.37,89,94,96,96,0.936,-1.381,-1.781,-1.781,-1.608,-1.693,227.924,-228.996,-23.655,52.035,228.462,-235.759,64.7,88.94,88.65,44.9,21.59,53.73,33.3,66.28,43.4,16.23,11.45,51.45,2,2,27/2/2026 18:42
6200,414,36.47,36.59,105,104,94,97,1.611,0.436,1.209,1.94,-0.1,0.095,162.711,-142.672,-237.617,-56.327,173.091,219.295,59.94,17.99,15.11,89.48,19.31,64.03,13.37,86.11,28.88,83.08,46.14,73.1,2,2,27/2/2026 18:43
6201,414,35.69,36.92,66,87,94,100,0.728,0.135,-0.384,-0.807,-1.526,-0.814,-165.085,185.947,245.589,-135.186,5.075,194.26,85.75,67.24,26.66,61.09,77.71,67.26,63.05,58.76,47.47,71.26,46.43,86.03,2,3,27/2/2026 18:44
6202,414,37.44,36.63,102,90,99,98,0.357,1.983,-1.246,0.062,0.718,0.619,-135.767,156.234,2.105,89.047,-179.436,113.786,50.98,86.56,10.18,53.67,16.22,63.82,36.45,64.1,14.47,56.45,50.86,87.74,2,2,27/2/2026 18:45
6203,414,37.11,36.89,102,91,100,97,-1.127,-1.516,0.479,1.896,-1.758,-0.425,76.602,164.646,-34.07,120.877,-206.75,-19.38,25.22,35.94,47.9,85.04,41.46,82.58,62.19,85.52,47.47,70.52,46.73,51.67,2,2,27/2/2026 18:46
6204,414,36.11,37.45,68,88,98,97,0.437,1.564,1.504,-0.909,1.379,0.681,-64.539,-133.851,205.038,90.439,-13.03,-100.464,84.93,85.5,88.01,18.89,62.35,13.95,20.09,87.66,87.41,28.35,50.96,26.35,2,2,27/2/2026 18:47
6205,414,36.84,37.29,76,69,97,95,1.514,-0.067,0.96,-0.271,0.254,0.112,-57.894,-47.679,175.129,222.412,22.98,-35.637,84.79,71.97,43.35,24.19,54.93,12.11,64.43,19.33,74.21,48.16,21.46,75.32,2,2,27/2/2026 18:48
6206,414,35.66,36.18,73,84,95,95,0.074,-0.536,1.092,0.444,0.902,-0.92,7.361,-122.978,-180.554,-12.403,-84.214,70.313,26.13,68.45,68.05,50.19,59.9,56.74,75.49,55.72,12.9,11.9,22.81,83.21,2,2,27/2/2026 18:49
6207,414,35.5,36.45,90,110,96,94,0.237,0.748,1.457,1.213,-0.331,0.408,127.473,-75.764,-71.204,90.346,-21.317,125.241,75.61,66.59,78.78,31.82,38.12,62.56,14.97,37.48,39.57,38.7,71.16,87.63,2,2,27/2/2026 18:50
6208,414,36.71,35.91,86,72,99,98,-0.007,1.134,-1.063,-1.57,0.517,0.74,172.404,249.989,34.716,229.646,175.633,-201.732,22.18,26.22,15.96,31.4,44.36,19.81,21.25,57.76,55.17,36.53,63.82,21.47,2,2,27/2/2026 18:51
6209,414,36.75,36.9,107,88,96,100,0.251,0.755,-0.93,-1.221,1.988,0.163,221.495,157.964,-103.668,219.417,92.276,-128.076,87.21,15.36,74.18,34.67,70.44,71.68,39.86,72.26,38.41,84.85,13.94,39.12,2,2,27/2/2026 18:52
6210,414,35.65,36.1,65,70,99,99,1.806,1.623,0.428,1.24,0.524,1.656,26.068,166.747,-1.609,159.065,185.213,228.77,47.97,63.7,30.1,14.36,72.96,85.23,67.74,67.03,80.49,54.95,11.73,20.64,2,2,27/2/2026 18:53
6211,415,36.88,36.75,104,83,97,100,1.192,1.317,0.468,-1.243,-1.167,-0.738,-237.858,-42.802,91.41,-87.122,-159.009,-168.075,61.26,61.35,25.93,44.79,45.64,33.13,82.63,36.23,83.14,56.63,72.76,72.77,2,2,27/2/2026 18:54
6212,415,37.13,36.18,70,100,98,99,-1.848,-0.484,1.939,1.483,-0.177,-0.472,-185.189,-33.928,49.804,161.37,-191.038,-159.044,36.93,76.68,48.18,82.12,53.72,59.26,11.58,85.65,29.15,27.73,21.84,53.35,2,2,27/2/2026 18:55
6213,415,37.2,37.47,68,100,97,98,-1.588,1.504,-1.151,1.385,0.238,-0.536,142.401,-191.409,-220.708,-50.146,-23.06,54.152,51.51,69.36,72.52,81.85,87.47,79.55,15.41,87.76,72.18,22.43,10,38.53,2,2,27/2/2026 18:56
6214,415,37.2,35.61,89,103,100,96,1.58,-1.303,-0.258,-0.473,-1.992,-1.7,204.553,-239.043,-88.013,-138.621,36.541,222.328,16.57,30.31,65.16,20.1,27.38,33.52,55.04,74.75,46.24,85.63,54.3,30.08,2,2,27/2/2026 18:57
6215,415,35.94,35.58,88,71,100,94,-1.628,0.053,-1.216,-1.547,-0.165,-1.919,144.465,34.633,-94.59,-48.406,119.339,-244.577,24.99,42.2,15.35,70.91,60.89,63.76,84.67,37.78,53.79,50.68,14.86,60.88,2,2,27/2/2026 18:58
6216,415,35.65,35.51,65,91,98,96,0.265,1.481,1.88,-0.639,0.584,-0.974,244.842,-146.645,106.075,122.659,163.305,145.024,72.57,34.78,31.89,73.04,84.38,89.95,60.75,64.65,12.59,27.41,35.22,77.2,2,2,27/2/2026 18:59
6217,415,36.13,36.02,75,87,100,100,0.633,-1.65,-0.945,0.001,1.885,0.953,23.485,-238.551,-22.653,-171.187,-223.293,-154.722,62.85,40.9,75.58,62.78,14.34,62.06,71.59,53.91,30.08,43.4,71.44,53.52,2,2,27/2/2026 19:00
6218,415,37.2,36.72,104,76,95,98,-1.399,1.818,-0.412,1.714,1.753,-0.459,-26.569,193.544,-218.332,78.72,-43.215,-150.1,82.28,63.68,20.26,23.17,39.32,82.98,87.86,56.06,37.63,34.84,58.73,77.7,2,2,27/2/2026 19:01
6219,415,36.98,36.23,104,72,94,94,1.253,-0.39,-0.893,0.486,-1.263,0.47,206.112,-222.668,-227.037,-99.472,172.297,57.155,62,81.74,14.87,60.22,60.69,63.29,10.19,23.81,72.78,37.2,80.73,32.2,2,2,27/2/2026 19:02
6220,415,35.65,35.88,91,70,99,98,0.132,-0.713,1.139,-1.419,1.067,-0.884,-114.851,-79.228,235.128,178.598,-139.889,-97.739,35.66,42.01,24.54,62.54,16.98,69.93,84.67,70.72,22.79,39.75,85.01,34.92,2,2,27/2/2026 19:03
6221,415,36.84,35.84,78,97,98,97,0.637,-0.636,-0.696,1.031,-0.145,-1.262,-0.629,42.164,-103.841,-98.29,-212.117,65.455,34.01,75.89,82.97,48.16,85.4,17.69,75.55,79.8,46.05,35.43,68.52,65.23,2,2,27/2/2026 19:04
6222,415,36.19,36.25,64,100,96,94,-0.958,-0.529,-0.211,-1.468,-1.237,1.755,195.857,-80.294,-26.709,-5.165,-163.176,156.918,37.16,69.79,64.68,26.86,50.79,16.12,55.55,37.99,35.84,50.73,30.18,47.74,2,2,27/2/2026 19:05
6223,415,36.19,36.93,84,103,95,96,0.508,-0.554,-1.964,-0.521,-0.767,-0.322,-204.234,-54.035,67.537,82.868,-31.972,-92.484,72.59,85.14,74.72,29.8,35.21,57.02,64.85,86.48,62.71,32.37,64.91,84.31,2,3,27/2/2026 19:06
6224,415,35.63,36.32,98,71,99,94,0.682,-0.746,-0.532,-0.383,0.775,-1.184,20.756,-175.274,-67.751,-25.809,13.878,147.933,35.67,67.32,71.98,24.41,67.28,57.96,28.6,69.51,12.63,43.09,32.66,60.93,2,2,27/2/2026 19:07
6225,415,37.24,36.84,65,103,98,100,-0.111,0.204,0.711,1.243,1.936,1.057,-166.738,7.23,77.255,-229.872,159.168,-201.002,21.62,18.77,54.65,75.73,53.04,20.4,19.54,10.84,45.27,34.27,55.7,62.94,2,2,27/2/2026 19:08
6226,416,36.17,37.28,62,102,98,94,1.659,0.169,0.463,1.232,0.906,1.1,-96.266,-210.728,-38.88,2.15,170.804,30.393,28.09,46.88,12.98,80.12,75.57,46.2,51.88,55.42,44.75,26.33,89.17,76.65,2,2,27/2/2026 19:09
6227,416,35.96,37.37,70,61,96,95,1.83,1.011,-1.531,-0.229,1.868,-1.506,-173.606,-70.483,-52.616,-164.756,87.155,-66.18,58.2,50.9,72.71,67.18,78.24,13.83,83.96,69.08,56.4,44.57,62.66,84.52,2,3,27/2/2026 19:10
6228,416,35.9,35.58,94,86,98,95,-1.1,-0.396,-1.956,-1.467,-0.866,-1.999,175.948,221.642,-23.943,-72.719,-104.782,-219.133,29.54,24.7,86.58,84.27,34.23,64.7,72.7,86.71,66.15,43.16,70.21,11.4,2,2,27/2/2026 19:11
6229,416,37.49,37.1,79,91,94,96,1.657,-0.392,-0.068,-1.161,1.734,-0.64,75.377,-40.16,-158.814,173.387,138.638,121.965,42.86,78.24,41.25,50.07,13.43,30.12,36.71,18.43,44.22,43.11,89.71,44.97,2,2,27/2/2026 19:12
6230,416,36.62,35.93,106,94,96,97,-0.464,-1.1,-1.845,-0.519,-0.753,0.997,115.759,-75.791,77.88,-41.187,132.367,137.312,77.52,60.34,38.99,47.2,65.7,71.93,16.03,20.07,57.96,61.77,46.13,69.23,2,2,27/2/2026 19:13
6231,416,37.43,35.61,86,70,96,94,-0.374,0.452,-0.859,0.867,0.49,0.577,227.027,73.86,-11.505,-184.846,-42.076,-45.352,37.52,60.33,38.21,57.63,34.67,76.15,33.28,25.84,21.86,43.45,48.76,88.93,2,2,27/2/2026 19:14
6232,416,36.46,36.98,99,90,99,100,0.1,-1.935,1.963,-0.446,-1.258,-0.218,197.33,-176.621,230.087,133.439,3.746,115.019,36.14,87.6,31.12,41.58,68.53,77.15,78.52,65.54,22.54,78.36,80.69,54.1,2,3,27/2/2026 19:15
6233,416,36.67,37.03,86,64,98,100,1.612,-0.78,-0.133,0.278,-0.48,1.651,-140.944,135.461,111.253,-76.337,-173.192,-156.679,33.17,19.21,51.69,10.3,22.88,52.7,11.45,77.37,67.44,50.03,17.09,86.05,2,2,27/2/2026 19:16
6234,416,35.82,37.19,103,95,99,100,-0.313,-0.852,-1.122,0.605,-0.049,0.415,-133.824,-235.371,-118.317,229.703,-99.488,155.464,17.32,23.86,67.7,82.56,14,22.72,84.39,75.91,49.66,75.52,52.49,85.01,2,2,27/2/2026 19:17
6235,416,36.51,36.77,76,101,94,98,-0.681,1.713,0.075,-0.709,0.396,0.276,24.71,-210.699,83.984,232.426,2.224,-205.933,13.69,64.93,49.87,30.24,72.77,60.32,62.29,28.79,69.68,38.52,17.7,25.92,2,2,27/2/2026 19:18
6236,416,35.69,36.67,67,80,98,95,-1.239,-0.568,-0.46,-0.071,-0.114,1.665,-168.666,151.843,-12.245,-73.057,8.745,112.064,84.61,19.35,16.79,17.98,24.07,55.01,42.32,35.96,25.18,56.81,17.21,27.3,2,2,27/2/2026 19:19
6237,416,35.52,36.9,87,72,99,100,-1.935,-0.812,1.871,0.69,-0.357,-0.432,-242.707,-36.167,-29.08,109.75,-56.707,175.351,82.49,24.99,23.41,88.18,41.33,59.16,29.38,38.71,18.56,20.48,18.48,31.78,2,2,27/2/2026 19:20
6238,416,36.16,37.26,69,63,98,96,0.951,0.831,0.314,-0.555,1.368,1.3,-33.51,-155.267,-167.992,-114.64,54.174,44.327,35,13.37,49.33,59.95,23.15,67.5,70.23,14.72,74.18,27.27,62.76,10.11,2,2,27/2/2026 19:21
6239,416,37.12,35.73,103,101,94,99,-1.949,-0.208,-1.487,-0.346,0.58,0.031,212.38,-76.7,-145.624,-90.203,-103.718,-79.349,55.35,29.36,39.99,19.23,44.91,76.64,77.14,43.01,33.54,59.52,17.05,55.45,2,2,27/2/2026 19:22
6240,416,36.93,36.18,81,94,94,97,-1.246,-0.179,-0.277,-0.635,-0.114,0.821,127.193,-129.494,224.352,-184.899,156.503,131.872,85.54,24.05,50.49,59.34,18.96,39.43,18.41,39.31,25.05,37.61,53.8,42.56,2,2,27/2/2026 19:23
6241,417,36.65,37.38,87,79,98,94,0.041,1.134,-0.255,-0.041,0.28,-1.4,215.435,249.029,-210.164,-169.507,-76.476,-60.879,25.97,23.53,69.78,31.96,14.41,37.9,52.5,40.04,71.13,78.35,74.72,14.21,2,2,27/2/2026 19:24
6242,417,36.3,37.35,107,87,100,98,1.604,1.326,0.517,0.774,1.286,0.049,79.473,34.764,-129.061,141.716,83.283,-65.103,39.92,51.26,42.82,73.27,64.96,59.14,83.38,22.87,22.97,52.17,34.03,74.72,2,2,27/2/2026 19:25
6243,417,35.91,36.01,80,75,95,99,0.081,-1.131,0.263,1.109,-1.15,-0.592,132.46,-46.542,-214.262,-236.439,-209.118,-218.938,78.13,83.75,24.98,45.86,80.95,14.13,22.49,49.8,41.69,39.39,17.17,28.06,2,2,27/2/2026 19:26
6244,417,37.15,35.57,83,66,99,97,-1.211,1.379,-0.341,-1.445,1.243,-1.367,167.645,81.306,123.305,-221.708,-99.797,-214.117,30.44,46.09,77.99,34.06,29.42,72.2,88.49,85.71,15.01,48.46,85.79,86.52,2,2,27/2/2026 19:27
6245,417,35.52,36.52,109,103,99,97,0.522,-1.516,1.997,-1.904,-1.53,0.274,106.025,88.118,136.61,102.221,54.257,-55.657,59.09,25.04,28.33,46.95,53.41,30.18,36.09,20.01,77,10.24,65.97,61.6,2,2,27/2/2026 19:28
6246,417,37,37.44,96,106,100,100,0.199,-0.843,1.187,-1.215,0.871,-1.398,74.201,-84.649,9.615,-120.562,-144.372,-165.875,60.33,14.66,16.84,78.09,75.52,82.12,76.53,88.34,15.36,15.33,50.86,66.45,2,2,27/2/2026 19:29
6247,417,36.78,36.55,66,87,99,97,-0.974,-0.141,1.436,-0.05,-0.878,1.622,-218.19,47.676,-200.71,-150.687,-75.516,55.163,80.66,33.86,86.01,49.54,41.93,36.77,86.73,19.04,88.74,20.62,14.91,76.49,2,2,27/2/2026 19:30
6248,417,36.97,36.94,80,110,96,99,1.775,1.875,-1.385,0.56,0.152,0.522,129.95,-147.313,45.599,189.121,-37.559,61.212,63.15,76.96,36.55,17.84,30.89,80.9,11.19,38.22,79.86,48.02,69.36,82.27,2,2,27/2/2026 19:31
6249,417,35.78,37.14,72,96,94,95,1.501,-0.443,0.225,1.553,1.173,1.953,-240.936,66.886,104.922,219.863,100.428,237.229,52.62,72.79,39.61,50.72,46.55,52.88,56.04,26.25,61.09,50.65,86.9,34.06,2,2,27/2/2026 19:32
6250,417,35.96,36,97,108,99,96,1.02,1.481,0.78,1.591,-1.894,1.831,-224.651,-232.716,237.588,-182.414,54.5,-85.575,49.69,20.02,86.07,76.18,15.75,47.08,60.25,35.16,24.42,14.37,27.56,11.81,2,2,27/2/2026 19:33
6251,417,36.77,37.4,67,65,99,98,-0.237,0.955,-0.577,-0.787,0.151,1.162,118.162,-33.762,-144.7,217.909,196.57,-165.163,45.29,39.5,16.41,53.5,29.82,43,24.76,53.89,48.68,40.06,65.6,37.64,2,2,27/2/2026 19:34
6252,417,37.29,35.71,99,94,97,98,0.134,-0.221,1.474,0.639,-1.654,0.567,170.963,101.015,-139.369,60.06,-110.996,-20.076,67.67,67.98,17.47,14.91,67.34,39.35,50.97,54.43,65.25,39.74,36.94,66.93,2,2,27/2/2026 19:35
6253,417,36.89,36.66,69,64,99,94,-0.594,-1.228,-1.424,0.365,-0.829,1.443,-207.702,-166.946,133.335,139.576,-156.675,-191.044,33.74,81.98,75.19,53.64,73.93,41.96,30.57,20.93,37.38,63.89,60.25,70.47,2,2,27/2/2026 19:36
6254,417,35.97,37.02,68,84,99,96,0.276,1.941,-1.666,-1.493,-0.382,1.489,-22.548,143.373,-240.476,148.917,115.52,-86.985,84.81,23.29,65.52,80.94,33.72,42.09,32.82,60.64,60.59,41.23,86.18,38.18,2,2,27/2/2026 19:37
6255,417,36.69,35.85,84,71,100,99,-0.656,1.455,0.425,-1.708,1.037,0.728,23.992,106.117,36.225,-150.736,26.101,-5.391,12.14,54.14,43.3,43.35,57,50.14,28.28,25.42,20.69,40.48,63.02,32.67,2,2,27/2/2026 19:38
6256,418,36.09,37.24,90,68,96,94,1.276,-1.732,-0.126,0.522,-1.469,1.081,184.949,-19.368,33.083,180.673,-188.583,53.168,17.61,74.39,43.54,61.27,41.76,34.02,87.57,42.04,64.2,25.06,82.13,57.01,2,2,27/2/2026 19:39
6257,418,36.73,36.1,90,100,94,100,-0.637,-0.798,-0.984,0.813,-0.764,1.438,-141.798,66.811,-204.722,91.877,75.923,-54.244,27.4,77.83,29.89,85.99,47.92,21.21,72.32,43.59,37.19,57.01,11.91,36.49,2,2,27/2/2026 19:40
6258,418,36.57,36.53,101,62,98,99,0.274,-1.286,1.546,-1.449,-1.326,1.257,37.465,-43.078,-168.44,157.239,238.403,-190.199,60.2,60.96,86.44,31.78,23.41,32.58,35.84,59.2,45.61,88.01,26.07,85.72,2,2,27/2/2026 19:41
6259,418,36.17,36.76,76,70,98,95,0.436,0.544,-1.274,1.642,1.899,-1.963,-97.739,209.688,112.389,-223.879,165.009,94.246,18.85,68.78,87.81,68.72,29.51,23.62,59.08,19.44,63.57,76.86,49.23,73.65,2,2,27/2/2026 19:42
6260,418,36.45,36.65,70,74,100,99,1.101,0.306,1.615,0.622,-1.575,0.543,176.192,-39.491,-222.345,204.988,-114.421,85.525,84.39,45.42,57.58,13.84,11.48,56.36,44.56,32.89,48.98,19.61,27.76,46.97,2,2,27/2/2026 19:43
6261,418,35.97,35.65,92,83,98,99,0.358,0.526,-0.317,1.833,0.026,-0.022,-78.551,-32.831,-169.513,40.046,-5.848,-224.908,55.71,38.53,52.15,32.28,83.75,49.58,22.39,58.75,45.1,23.89,14.22,72.56,2,2,27/2/2026 19:44
6262,418,36.99,37.36,110,89,95,95,0.885,0.078,0.513,0.258,1.548,-0.557,89.929,34.131,-11.375,-187.283,-237.895,165.673,66.21,33.11,25.3,65.27,19.95,51.39,52.03,40.47,83.99,79.23,67.77,70.83,2,2,27/2/2026 19:45
6263,418,36.49,35.96,66,93,94,96,0.393,1.043,-0.907,1.05,1.99,1.404,100.427,236.5,-97.377,-193.072,60.811,107.321,73.92,43.5,77.31,29.47,59.85,72.27,64.32,48.19,25.65,56.24,26.27,14.48,2,2,27/2/2026 19:46
6264,418,36.79,37.47,62,106,96,96,-1.543,-0.941,1.997,-1.046,0.187,-1.736,27.696,19.293,152.388,-3.756,-24.926,-116.083,45,77.26,66.69,23.51,23.72,42.74,69.89,75.31,79.61,70.19,64.87,39.3,2,2,27/2/2026 19:47
6265,418,36.33,37.12,104,85,98,97,1.742,-1.081,0.135,0.93,-0.038,-1.151,-70.547,205.3,-47.288,150.478,-231.816,85.886,29.69,62.9,60.59,76.8,13.99,23.82,35,51.59,54,78.11,65.51,17.38,2,2,27/2/2026 19:48
6266,418,37.01,35.74,110,95,97,97,0.627,-1.787,0.956,0.702,-1.798,1.98,86.059,145.089,147.198,-77.803,-128.943,46.327,45.72,10.94,28.75,19.5,47.18,15.8,48.72,64.54,24.77,73.95,55.36,77.11,2,2,27/2/2026 19:49
6267,418,36.29,36.53,66,81,95,95,1.558,1.929,-1.021,0.792,-1.696,0.906,44.828,-74.265,206.629,54.728,56.722,-215.09,81.35,39.6,22.76,87.82,28.41,65.21,46.01,23.84,24.33,88.17,32.58,11.29,2,2,27/2/2026 19:50
6268,418,35.57,37.31,69,63,94,94,0.698,-1.102,-0.045,1.184,-0.008,-0.798,-5.974,-161.216,-18.414,66.832,-40.603,196.287,11.16,21.12,59.57,32.85,64.79,40.73,73.32,30.99,76.42,57.18,21.06,54.26,2,2,27/2/2026 19:51
6269,418,37.19,37.14,109,74,96,98,1.965,1.617,-1.791,1.606,0.246,0.347,-73.646,59.573,228.446,70.024,13.26,11.373,84.79,54.37,19.45,70.65,63.52,83.34,72.16,11.06,64.95,63.97,76.61,15.33,2,2,27/2/2026 19:52
6270,418,36.6,37.21,110,74,94,96,-1.696,-0.566,-0.251,-0.031,-0.758,0.978,-48.28,9.276,-247.944,-230.096,11.535,-96.536,17.19,38.31,22.46,48.52,39.67,61.51,75.39,52.97,49.04,56.37,88.25,79.85,2,2,27/2/2026 19:53
6271,419,36.52,36.44,80,102,94,97,0.385,-1.358,1.25,0.528,0.481,-1.838,146.498,-189.394,-23.497,-97.767,-68.793,23.529,37.4,65.63,67.97,43.97,64.67,16.86,64.09,53.06,19.73,74.09,26.6,31.45,2,2,27/2/2026 19:54
6272,419,36.96,35.62,74,82,97,99,-0.299,-0.989,-0.382,1.509,1.464,0.88,-212.692,-33.648,-202.386,-109.904,-191.35,-74.818,86.89,88.9,11,37.18,61.47,54.28,40.5,25.34,39.55,21.82,47.81,59.74,2,2,27/2/2026 19:55
6273,419,36.69,35.74,80,91,100,96,1.446,-1.958,-0.991,1.039,-1.378,-1.875,-194.173,11.653,-91.519,-36.514,59.253,165.521,74.29,49.82,29.01,35.19,77.76,35.56,42.06,54.08,82.82,79.61,27.22,13.96,2,2,27/2/2026 19:56
